COUNTRY,CITY,VALUE
US,Portland,15
US,Providence,30
IN,Thiruvananthapuram,68
IN,Hyderabad,54
US,Boston,25
US,Boise,68
US,Brooklyn,31
US,Springfield,34
US,Oakland,65
US,Staten Island,34
IN,Lucknow,85
IN,Mysore,45
IN,Nashik,44
IN,Chandigarh,75
IN,Ghāziābād,89
IN,Gandhinagar,74
US,San Antonio,26
US,Salt Lake City,52
US,Albuquerque,33
US,Columbus,20
US,Philadelphia,23
US,Las Vegas,39
US,Jacksonville,24
US,San Diego,45
US,Saint Paul,21
IN,Delhi,92
US,Denver,38
IN,Hāpur,57
US,Tucson,34
US,Nashville,34
US,Queens,16
US,Fort Worth,34
US,Madison,20
US,San Francisco,50
US,Salem,12
US,Tallahassee,16
US,Milwaukee,22
US,Austin,30
US,Boise,76
US,Portland,14
US,Fresno,83
US,Honolulu,13
US,Washington D.C.,18
US,Columbia,51
US,Oklahoma City,52
US,Chicago,31
US,Hartford,33
US,Houston,32
IN,New Delhi,74
IN,Chandigarh,67
IN,Hyderabad,54
IN,Ghāziābād,78
IN,Mumbai,41
IN,Bhopal,42
IN,Kolkata,71
IN,Lucknow,96
IN,Shillong,60
IN,Patna,80
IN,Bengaluru,73
IN,Gandhinagar,87
IN,Chennai,91
US,Los Angeles,50
US,Dallas,40
US,Oakland,57
US,Sacramento,97
US,Manhattan,19
US,El Paso,42
US,Seattle,25
US,San Jose,59
US,Staten Island,17
US,Indianapolis,29
US,Charlotte,21
US,Providence,25
US,The Bronx,20
US,Atlanta,33
US,Springfield,32
US,Boston,34
US,Memphis,50
US,Richmond,24
US,Raleigh,25
IN,Thrissur,38
US,Detroit,19
US,Little Rock,51
US,Baltimore,17
US,Miami,21
US,Jackson,33
US,Omaha,34
US,Phoenix,37
IN,Jaipur,62
US,Brooklyn,15
IN,Muzaffarnagar,66
IN,Mysore,31
IN,Thiruvananthapuram,66
IN,Bengaluru,64
US,Atlanta,39
US,Charlotte,34
US,Indianapolis,22
US,Washington D.C.,21
US,Oakland,50
US,Sacramento,142
US,Milwaukee,14
US,Boston,17
US,Richmond,25
US,Jackson,26
US,Boise,25
US,Portland,20
IN,New Delhi,25
US,Houston,32
US,Hartford,18
US,Chicago,15
US,The Bronx,12
US,San Jose,55
US,Providence,17
US,Staten Island,20
US,Springfield,31
US,Jacksonville,20
IN,Hāpur,48
US,Miami,13
US,Los Angeles,49
IN,Thrissur,30
US,Detroit,19
US,Phoenix,24
US,Brooklyn,10
US,Baltimore,17
US,Little Rock,28
US,Seattle,27
US,Honolulu,21
US,Dallas,26
US,Fresno,101
US,Columbia,48
US,Austin,30
US,Las Vegas,23
US,San Antonio,25
US,Philadelphia,26
US,El Paso,35
US,Omaha,42
US,Manhattan,13
IN,Chandigarh,62
IN,Shillong,83
IN,Bhopal,34
IN,Thiruvananthapuram,74
IN,Delhi,57
IN,Kolkata,74
IN,Muzaffarnagar,56
IN,Mysore,26
IN,Patna,78
IN,Hyderabad,51
US,Fort Worth,30
US,Tallahassee,18
US,Tucson,21
IN,Mumbai,39
US,Queens,12
IN,Ghāziābād,44
IN,Jaipur,54
US,Saint Paul,21
US,Columbus,15
US,San Diego,32
US,Denver,30
US,Salt Lake City,54
US,San Francisco,50
US,Albuquerque,30
US,Salem,18
US,Madison,16
US,Nashville,35
IN,Lucknow,83
US,Memphis,25
US,Raleigh,25
US,Oklahoma City,38
IN,Gandhinagar,81
IN,Nashik,19
IN,Chennai,86
IN,Patna,85
IN,Hyderabad,56
IN,Mysore,44
IN,Lucknow,90
IN,Mumbai,40
IN,New Delhi,46
US,Fort Worth,50
IN,Bhopal,53
IN,Bengaluru,68
US,Tallahassee,26
IN,Thiruvananthapuram,77
IN,Jaipur,47
IN,Muzaffarnagar,53
IN,Delhi,42
IN,Shillong,61
US,Charlotte,30
US,Atlanta,33
US,Salt Lake City,26
US,San Diego,35
US,Philadelphia,18
US,Oakland,70
US,Springfield,37
US,Manhattan,15
US,Omaha,25
US,Phoenix,21
US,Miami,18
US,Sacramento,129
US,Denver,34
IN,Nashik,48
US,Staten Island,17
US,Brooklyn,11
IN,Hāpur,47
US,The Bronx,15
US,Providence,21
US,Saint Paul,17
US,Boise,25
US,Columbus,17
US,Austin,59
US,Fresno,119
IN,Kolkata,80
US,Queens,13
US,Nashville,29
US,Washington D.C.,21
US,Hartford,19
US,Salem,13
US,San Francisco,65
US,Albuquerque,28
US,Indianapolis,28
US,Houston,53
US,Tucson,17
US,Chicago,25
US,Honolulu,21
US,Los Angeles,45
US,San Antonio,60
US,San Jose,50
US,Seattle,18
US,Dallas,50
US,El Paso,28
US,Madison,21
US,Columbia,122
US,Milwaukee,22
IN,Thrissur,21
US,Jacksonville,22
US,Las Vegas,30
US,Little Rock,32
US,Baltimore,18
US,Detroit,23
US,Boston,25
US,Jackson,34
US,Memphis,33
US,Portland,13
US,Richmond,23
US,Oklahoma City,43
US,Raleigh,25
IN,Gandhinagar,68
IN,Chennai,72
IN,Chandigarh,51
IN,Ghāziābād,33
IN,Bhopal,115
IN,Chennai,89
IN,Nashik,124
IN,Lucknow,163
IN,Hāpur,157
US,Saint Paul,46
US,Fresno,47
US,Austin,21
US,Honolulu,30
IN,New Delhi,170
IN,Thrissur,64
IN,Mumbai,151
IN,Hyderabad,120
IN,Jaipur,81
IN,Mysore,85
IN,Delhi,169
IN,Gandhinagar,98
IN,Ghāziābād,177
IN,Nagpur,112
US,Columbus,18
US,Raleigh,30
US,Boston,21
IN,Muzaffarnagar,165
IN,Thiruvananthapuram,101
IN,Patna,171
US,Memphis,43
US,Tallahassee,40
US,Jackson,45
US,Queens,34
IN,Bengaluru,105
US,Tucson,17
US,Nashville,32
US,Fort Worth,21
US,Salem,20
IN,Shillong,176
US,Madison,26
US,Salt Lake City,11
US,Boise,17
US,Denver,17
US,Jacksonville,32
US,Albuquerque,19
IN,Kolkata,174
US,Portland,28
US,San Francisco,17
US,Las Vegas,24
US,Oklahoma City,29
US,Philadelphia,23
US,San Antonio,23
US,Milwaukee,29
US,Dallas,24
US,The Bronx,34
US,Manhattan,35
US,Providence,17
US,San Jose,17
US,Sacramento,42
US,Miami,28
US,El Paso,21
US,Hartford,12
US,Washington D.C.,25
US,Omaha,25
US,Houston,33
US,Chicago,27
US,Seattle,36
US,Charlotte,30
US,Atlanta,49
US,Detroit,29
US,Los Angeles,42
IN,Chandigarh,118
IN,Visakhapatnam,153
US,Little Rock,21
US,Brooklyn,37
US,Indianapolis,27
US,Springfield,22
US,Staten Island,33
US,Oakland,17
US,Phoenix,36
US,Baltimore,22
US,Columbus,47
US,Washington D.C.,25
US,Phoenix,25
US,San Francisco,13
US,Albuquerque,10
US,Milwaukee,54
US,Jacksonville,35
US,Oakland,13
IN,Chandigarh,156
IN,Hāpur,181
US,Atlanta,36
US,Seattle,25
US,Baltimore,38
US,San Diego,32
IN,Patna,172
IN,Hyderabad,112
IN,Jaipur,153
US,Fort Worth,17
US,Boston,30
US,Honolulu,30
US,Providence,25
IN,Visakhapatnam,80
IN,Nashik,153
US,Fresno,44
US,Indianapolis,52
US,Madison,56
IN,Shillong,148
IN,Ghāziābād,195
US,Little Rock,25
IN,Thrissur,155
IN,Gandhinagar,147
IN,Mumbai,157
US,Brooklyn,42
US,Saint Paul,38
IN,Bengaluru,113
IN,Delhi,197
US,Columbia,27
US,Los Angeles,42
US,Springfield,41
US,San Jose,17
US,Philadelphia,51
US,Las Vegas,16
IN,Nagpur,94
US,Staten Island,50
US,Nashville,28
US,Manhattan,38
IN,New Delhi,224
IN,Lucknow,190
US,Omaha,25
IN,Mysore,58
US,Charlotte,25
US,Salem,46
US,Tucson,13
US,Austin,21
US,Oklahoma City,29
US,The Bronx,38
US,Salt Lake City,10
IN,Chennai,78
US,Denver,17
US,Miami,22
US,San Antonio,41
US,Houston,30
IN,Kolkata,170
US,Boise,13
US,Sacramento,9
IN,Muzaffarnagar,182
US,Hartford,34
IN,Bhopal,117
US,Raleigh,21
IN,Thiruvananthapuram,100
US,Detroit,34
US,Jackson,25
US,El Paso,20
US,Portland,31
US,Tallahassee,35
US,Memphis,26
US,Dallas,25
US,Chicago,50
US,Queens,35
US,Charlotte,30
IN,Jaipur,75
US,Nashville,38
US,Los Angeles,30
US,Omaha,25
US,Springfield,34
US,Philadelphia,43
US,San Jose,17
IN,Lucknow,117
US,San Antonio,28
US,Fort Worth,21
US,Houston,34
IN,Patna,104
US,Raleigh,30
US,Detroit,56
US,El Paso,17
IN,Ghāziābād,124
IN,Gandhinagar,88
US,Indianapolis,38
IN,Mumbai,107
US,Saint Paul,38
US,Memphis,36
US,Sacramento,9
US,Madison,51
US,Tallahassee,28
IN,Bhopal,70
IN,Hāpur,105
US,Chicago,40
US,Albuquerque,18
US,Jackson,40
IN,Chennai,63
IN,Muzaffarnagar,115
US,Little Rock,25
US,Boston,25
US,Columbus,36
US,Las Vegas,15
US,Brooklyn,44
US,Phoenix,23
US,Salem,45
US,Atlanta,43
IN,Chandigarh,79
US,Baltimore,50
IN,Visakhapatnam,56
IN,Thrissur,14
IN,Shillong,108
US,Columbia,53
US,Providence,34
US,Honolulu,13
US,Milwaukee,55
IN,Bengaluru,107
US,Seattle,30
US,Jacksonville,28
US,Portland,33
US,San Francisco,17
IN,Delhi,125
US,Oakland,17
IN,Nashik,131
US,Fresno,18
US,Washington D.C.,23
US,Miami,31
US,Austin,30
US,Tucson,13
US,Oklahoma City,24
US,The Bronx,45
US,Boise,25
IN,Kolkata,138
IN,Thiruvananthapuram,67
US,Denver,25
US,Queens,39
US,Hartford,36
IN,Hyderabad,89
US,Dallas,40
US,Salt Lake City,13
US,Manhattan,40
IN,New Delhi,139
US,Staten Island,36
IN,Mysore,69
US,Hartford,25
US,Staten Island,17
US,Brooklyn,18
US,Springfield,21
US,Honolulu,13
US,Miami,31
IN,Muzaffarnagar,137
US,Columbia,35
IN,Nagpur,70
US,Milwaukee,19
US,Chicago,20
US,Houston,56
US,Washington D.C.,21
US,Raleigh,25
US,Phoenix,14
US,Providence,21
US,Oakland,13
US,Memphis,23
US,Sacramento,9
US,The Bronx,18
US,Fresno,10
US,Indianapolis,20
US,Atlanta,26
IN,Bhopal,82
US,Charlotte,21
IN,Patna,123
IN,Thrissur,59
US,Denver,38
US,San Antonio,55
US,Dallas,56
IN,Mumbai,91
US,Saint Paul,13
IN,Jaipur,68
US,Philadelphia,31
US,Seattle,38
IN,Chandigarh,74
US,Jacksonville,53
US,Manhattan,17
IN,Ghāziābād,85
US,Columbus,23
US,Las Vegas,8
IN,Hāpur,123
US,Madison,18
IN,Visakhapatnam,69
IN,Gandhinagar,84
IN,New Delhi,82
IN,Nashik,81
US,Salt Lake City,17
US,Fort Worth,38
US,Nashville,22
IN,Hyderabad,82
US,Albuquerque,13
IN,Chennai,38
IN,Delhi,87
US,Tucson,13
US,San Francisco,17
IN,Mysore,58
US,Salem,28
US,Boise,38
IN,Lucknow,101
US,San Jose,13
IN,Kolkata,68
US,Baltimore,25
US,Jackson,56
IN,Bengaluru,72
US,Oklahoma City,50
US,Omaha,21
IN,Thiruvananthapuram,61
US,El Paso,17
US,Tallahassee,55
US,Queens,14
US,Little Rock,18
US,Boston,21
US,Austin,72
US,Los Angeles,17
US,Detroit,20
US,Richmond,21
US,Portland,29
IN,Shillong,149
US,Detroit,18
IN,Shillong,64
US,Portland,11
IN,Muzaffarnagar,161
US,Charlotte,21
US,Providence,13
US,Sacramento,21
US,Seattle,18
US,Memphis,22
US,Richmond,13
US,Nashville,21
US,Dallas,24
US,Little Rock,18
US,Saint Paul,30
IN,Thiruvananthapuram,59
US,El Paso,34
US,Boston,13
US,Baltimore,13
US,Omaha,42
US,Jackson,22
US,Oklahoma City,30
US,Miami,37
US,Manhattan,6
US,Raleigh,13
US,Phoenix,30
IN,Bengaluru,72
US,Salt Lake City,17
US,Columbia,161
IN,New Delhi,151
US,Brooklyn,7
US,Hartford,8
IN,Visakhapatnam,33
US,Staten Island,7
US,Atlanta,20
US,San Francisco,30
US,Albuquerque,25
IN,Chennai,31
US,Salem,15
US,Queens,7
US,Houston,22
US,Madison,18
US,Washington D.C.,13
US,Indianapolis,20
US,Tucson,30
US,Fort Worth,21
US,Chicago,20
IN,Nashik,63
US,Tallahassee,25
IN,Hyderabad,80
IN,Mysore,73
US,Oakland,34
IN,Gandhinagar,78
IN,Ghāziābād,151
IN,Chandigarh,92
IN,Nagpur,75
IN,Lucknow,153
IN,Bhopal,68
IN,Hāpur,152
IN,Delhi,144
US,Denver,17
US,Springfield,19
US,Jacksonville,27
US,Boise,21
US,Las Vegas,27
US,Austin,25
IN,Mumbai,53
IN,Jaipur,119
US,Fresno,52
US,The Bronx,7
US,Milwaukee,19
US,Honolulu,22
US,Los Angeles,65
US,Philadelphia,15
IN,Patna,101
IN,Kolkata,73
US,Columbus,13
US,San Antonio,20
US,San Jose,38
IN,Thrissur,42
US,Las Vegas,14
US,San Antonio,51
US,Jacksonville,36
IN,Muzaffarnagar,157
IN,Thiruvananthapuram,73
IN,Bengaluru,68
US,Phoenix,8
US,Raleigh,34
US,Miami,28
IN,Ghāziābād,151
US,Oklahoma City,51
US,Omaha,34
IN,Lucknow,161
IN,Patna,121
US,Philadelphia,36
IN,Jaipur,94
US,Saint Paul,42
US,El Paso,21
IN,Hāpur,122
US,Columbus,26
IN,Bhopal,68
IN,Hyderabad,60
IN,Chandigarh,116
IN,New Delhi,154
IN,Delhi,152
IN,Thrissur,53
US,Oakland,30
US,Chicago,30
IN,Shillong,79
US,Detroit,52
US,Houston,53
US,Richmond,56
US,The Bronx,35
US,Hartford,26
US,Fresno,17
IN,Nagpur,65
US,Springfield,25
US,Brooklyn,31
US,Los Angeles,25
US,Boise,9
US,Providence,30
US,Salem,10
IN,Visakhapatnam,98
US,San Francisco,25
US,Austin,53
US,Portland,11
IN,Kolkata,68
US,San Jose,21
US,Washington D.C.,53
US,Sacramento,17
US,Baltimore,50
US,Little Rock,45
US,Jackson,43
US,Boston,21
US,Indianapolis,31
US,Memphis,38
US,Atlanta,31
US,Charlotte,38
US,Milwaukee,29
US,Honolulu,22
US,Staten Island,33
IN,Chennai,57
IN,Mysore,46
US,Tucson,25
US,Nashville,36
US,Fort Worth,42
US,Seattle,13
US,Manhattan,30
US,Dallas,48
US,Queens,35
US,Tallahassee,30
IN,Gandhinagar,84
US,Denver,9
US,Madison,33
US,Salt Lake City,11
IN,Nashik,58
US,Albuquerque,9
IN,Mumbai,33
US,Phoenix,21
IN,Visakhapatnam,75
IN,Lucknow,76
IN,Shillong,26
IN,Chennai,42
US,Boise,30
US,Indianapolis,51
US,Richmond,27
US,The Bronx,19
US,Sacramento,30
IN,Delhi,94
US,San Antonio,60
US,San Jose,38
US,Staten Island,30
US,Springfield,50
US,Austin,63
US,Saint Paul,25
US,Dallas,69
US,Columbia,13
US,Detroit,56
US,Manhattan,30
US,Nashville,38
US,Baltimore,30
US,Charlotte,25
IN,New Delhi,82
IN,Chandigarh,77
US,Philadelphia,33
IN,Thiruvananthapuram,67
US,Tallahassee,46
IN,Gandhinagar,85
US,Houston,61
US,Fort Worth,65
US,Salt Lake City,39
US,Boston,42
US,Portland,15
US,Albuquerque,17
IN,Bengaluru,54
US,Miami,70
IN,Muzaffarnagar,105
IN,Hyderabad,38
US,Atlanta,24
US,Seattle,18
US,Queens,20
US,San Francisco,46
IN,Thrissur,41
IN,Kolkata,62
US,Las Vegas,24
IN,Hāpur,75
US,Little Rock,44
US,Washington D.C.,26
IN,Patna,54
IN,Nashik,51
US,Columbus,51
IN,Bhopal,64
US,Jackson,68
US,Oakland,46
US,Omaha,21
US,Tucson,30
US,Honolulu,22
US,Madison,45
US,Denver,38
US,Fresno,26
US,Brooklyn,25
US,Memphis,37
US,El Paso,28
US,Hartford,48
IN,Mysore,28
US,Oklahoma City,72
US,Providence,34
IN,Mumbai,42
IN,Jaipur,62
US,Jacksonville,33
US,Chicago,50
US,Los Angeles,59
US,Raleigh,17
US,Salem,16
US,Milwaukee,50
IN,Ghāziābād,105
IN,Patna,97
US,Las Vegas,26
US,The Bronx,36
US,Oakland,25
US,Chicago,39
US,Salt Lake City,33
US,Tallahassee,41
IN,New Delhi,87
US,Omaha,34
IN,Shillong,36
IN,Visakhapatnam,75
US,Columbus,48
IN,Chennai,67
US,Houston,61
US,Little Rock,52
US,Boise,17
US,San Jose,34
US,Boston,34
IN,Bhopal,46
US,Providence,34
US,Oklahoma City,37
IN,Hāpur,72
US,Portland,15
US,Jackson,52
US,Washington D.C.,33
US,Philadelphia,33
IN,Nashik,60
US,Queens,26
US,Tucson,21
US,San Francisco,21
IN,Bengaluru,61
US,Austin,61
IN,Muzaffarnagar,88
IN,Thrissur,5
IN,Nagpur,47
US,Seattle,23
IN,Kolkata,41
IN,Hyderabad,57
US,Albuquerque,19
US,Baltimore,42
IN,Ghāziābād,88
US,Hartford,35
US,Charlotte,38
IN,Thiruvananthapuram,50
US,Jacksonville,28
IN,Jaipur,59
US,Los Angeles,50
US,Fresno,35
US,Detroit,54
IN,Chandigarh,85
US,Brooklyn,34
US,Miami,21
US,Atlanta,55
US,El Paso,21
US,Saint Paul,21
US,Dallas,47
US,Staten Island,32
US,Columbia,46
US,Nashville,51
IN,Gandhinagar,104
US,Phoenix,21
US,Milwaukee,45
US,Denver,50
US,Springfield,18
US,Manhattan,28
US,Madison,37
US,Indianapolis,49
IN,Lucknow,110
US,Fort Worth,38
US,Honolulu,22
IN,Mumbai,45
US,Raleigh,25
IN,Delhi,89
IN,Mysore,23
US,Richmond,32
US,San Antonio,61
US,Memphis,51
US,Sacramento,34
US,Salem,13
US,San Diego,57
US,Las Vegas,20
US,Queens,26
IN,Shillong,64
IN,Gandhinagar,100
US,Jacksonville,24
US,Sacramento,87
US,Charlotte,25
US,Fort Worth,30
IN,Jaipur,100
US,Indianapolis,44
IN,Kolkata,73
IN,Thrissur,13
US,Omaha,17
US,Oakland,85
US,Philadelphia,29
IN,New Delhi,129
US,Baltimore,25
US,Houston,46
IN,Patna,84
US,Tallahassee,33
IN,Delhi,130
US,Saint Paul,17
US,Detroit,46
US,Staten Island,31
US,Manhattan,30
US,Providence,30
US,Dallas,35
US,Oklahoma City,10
US,Atlanta,25
US,Nashville,42
IN,Ghāziābād,132
US,Raleigh,16
US,San Antonio,30
US,Phoenix,27
US,Milwaukee,11
US,Brooklyn,23
IN,Thiruvananthapuram,51
IN,Mysore,17
US,Hartford,30
US,Madison,7
US,Denver,21
US,Fresno,149
US,Portland,64
US,Albuquerque,8
US,Austin,34
US,Memphis,46
US,Salem,170
US,Richmond,21
US,Miami,14
US,Los Angeles,59
US,The Bronx,28
US,San Francisco,76
US,Boston,30
US,San Jose,63
US,Salt Lake City,13
US,Honolulu,17
IN,Nagpur,71
US,Springfield,34
US,Jackson,47
IN,Bengaluru,61
IN,Chandigarh,86
IN,Nashik,62
US,Tucson,46
IN,Bhopal,82
IN,Chennai,59
US,Washington D.C.,25
IN,Mumbai,72
IN,Visakhapatnam,57
US,Little Rock,48
IN,Hyderabad,71
IN,Lucknow,151
US,El Paso,17
US,Boise,50
US,Chicago,19
US,Columbus,40
IN,Muzaffarnagar,135
US,Seattle,89
IN,Hāpur,107
US,Raleigh,30
US,Washington D.C.,18
US,Columbus,25
US,Charlotte,50
US,Austin,46
US,Honolulu,25
US,Fort Worth,50
US,Phoenix,32
US,Hartford,17
US,Houston,21
US,San Antonio,39
US,Tallahassee,25
US,Atlanta,63
US,Las Vegas,48
IN,Thrissur,19
US,Indianapolis,50
US,Oklahoma City,55
US,Omaha,63
US,Fresno,72
US,El Paso,53
US,Philadelphia,28
US,Oakland,13
US,Sacramento,68
US,Albuquerque,49
US,Chicago,54
US,San Diego,60
US,Milwaukee,56
IN,Bhopal,152
IN,Kolkata,98
IN,Bengaluru,114
US,Detroit,46
IN,Hāpur,174
IN,Lucknow,177
US,Springfield,64
US,Manhattan,21
IN,Chennai,82
IN,Gandhinagar,97
US,Miami,25
US,Nashville,69
IN,Thiruvananthapuram,45
US,Memphis,57
US,Jackson,47
IN,Muzaffarnagar,181
US,Salem,34
US,Denver,68
US,Little Rock,60
IN,Hyderabad,138
US,Providence,17
IN,Patna,120
IN,New Delhi,165
IN,Jaipur,99
US,Staten Island,21
US,Jacksonville,23
US,Saint Paul,53
US,Dallas,38
IN,Shillong,70
US,San Jose,21
US,Madison,56
IN,Mumbai,154
US,Seattle,23
IN,Chandigarh,155
US,Salt Lake City,52
IN,Mysore,62
US,Brooklyn,23
IN,Nashik,107
IN,Ghāziābād,177
IN,Nagpur,96
US,The Bronx,22
US,Baltimore,25
US,Richmond,20
US,San Francisco,9
US,Portland,34
US,Tucson,25
US,Boston,25
US,Queens,23
IN,Visakhapatnam,108
IN,Delhi,170
US,Los Angeles,63
US,Boise,132
US,Denver,21
US,Salem,50
US,Providence,65
US,Phoenix,19
IN,Thiruvananthapuram,102
IN,Mumbai,157
US,Madison,27
IN,New Delhi,510
US,Jackson,29
US,Salt Lake City,19
US,Fort Worth,30
US,Los Angeles,40
US,Queens,69
IN,Muzaffarnagar,258
US,Houston,23
IN,Mysore,94
US,Brooklyn,73
US,Columbus,36
US,Washington D.C.,51
IN,Nashik,155
US,Boston,68
US,Austin,17
US,Oakland,25
IN,Bhopal,187
IN,Chandigarh,172
IN,Visakhapatnam,154
US,Richmond,49
US,Jacksonville,53
US,Saint Paul,13
US,Sacramento,25
US,Miami,23
US,Staten Island,76
US,Memphis,27
IN,Hyderabad,163
US,Chicago,31
IN,Thrissur,62
US,Springfield,26
US,Fresno,33
IN,Jaipur,180
IN,Nagpur,160
IN,Ghāziābād,463
US,Oklahoma City,32
IN,Gandhinagar,153
US,San Diego,25
IN,Patna,164
US,Tucson,21
IN,Hāpur,244
US,Raleigh,13
US,Portland,58
US,San Francisco,21
IN,Shillong,72
US,Dallas,23
IN,Bengaluru,153
US,Milwaukee,31
US,Nashville,25
US,Omaha,21
US,Las Vegas,18
US,San Antonio,17
US,Seattle,39
US,Philadelphia,61
US,Indianapolis,37
US,Detroit,55
US,Tallahassee,33
US,Hartford,76
US,Boise,25
IN,Delhi,506
US,Manhattan,68
IN,Kolkata,162
US,Little Rock,15
IN,Chennai,153
US,Atlanta,22
US,The Bronx,81
US,Baltimore,59
IN,Lucknow,278
US,San Jose,30
US,Charlotte,25
US,Albuquerque,14
US,El Paso,26
US,Honolulu,17
US,Oakland,70
US,Oklahoma City,30
US,Salt Lake City,86
US,Queens,45
US,Salem,22
US,Philadelphia,55
US,Atlanta,53
US,Baltimore,51
US,Brooklyn,37
US,Austin,25
US,Detroit,77
US,Tallahassee,58
US,Boise,65
US,Fort Worth,21
IN,Chandigarh,162
IN,Muzaffarnagar,198
US,Jackson,55
IN,Delhi,250
US,Hartford,40
IN,Hyderabad,157
US,Charlotte,46
IN,Thrissur,56
US,Manhattan,45
IN,Patna,165
IN,Thiruvananthapuram,62
US,The Bronx,45
IN,Ghāziābād,321
IN,Jaipur,151
US,Providence,34
US,Las Vegas,30
IN,New Delhi,212
US,Nashville,61
US,Fresno,99
US,Milwaukee,61
US,Dallas,32
IN,Lucknow,254
US,Staten Island,39
US,Honolulu,21
IN,Kolkata,200
IN,Hāpur,211
IN,Chennai,82
US,San Diego,54
IN,Bengaluru,64
US,Los Angeles,57
US,Chicago,66
US,Albuquerque,39
US,Phoenix,34
US,Houston,40
US,Madison,62
US,Seattle,18
US,Richmond,41
US,San Jose,63
IN,Visakhapatnam,163
IN,Nashik,143
US,Indianapolis,74
IN,Mysore,46
US,Raleigh,34
IN,Gandhinagar,158
US,Springfield,60
US,Little Rock,48
US,Saint Paul,46
US,Sacramento,78
US,Memphis,34
US,Washington D.C.,34
IN,Nagpur,137
US,San Francisco,72
US,Jacksonville,52
US,El Paso,48
US,Portland,28
IN,Mumbai,154
IN,Shillong,161
US,Omaha,21
US,San Antonio,30
US,Boston,34
US,Tucson,25
US,Columbus,60
US,Miami,23
US,Denver,30
IN,Bhopal,150
US,San Francisco,168
IN,Nagpur,83
US,Columbus,16
IN,Nashik,49
US,Little Rock,41
US,Richmond,26
US,Salt Lake City,57
US,San Jose,169
US,Boston,30
US,The Bronx,16
US,Miami,21
US,Boise,187
US,Austin,30
IN,Lucknow,119
US,Jackson,20
US,Washington D.C.,24
US,Staten Island,25
US,Manhattan,19
US,Dallas,25
US,Las Vegas,32
US,Saint Paul,17
US,Detroit,30
US,Hartford,28
US,Oklahoma City,45
US,Nashville,20
US,Providence,25
US,Omaha,46
IN,Hāpur,159
IN,Bhopal,75
US,San Diego,105
US,Tucson,50
US,Chicago,24
US,Oakland,169
IN,Patna,136
IN,Thrissur,50
IN,Kolkata,31
US,Queens,17
US,Baltimore,27
US,Phoenix,48
IN,Bengaluru,60
IN,Chennai,71
US,Indianapolis,26
IN,New Delhi,151
US,Tallahassee,26
IN,Shillong,32
IN,Muzaffarnagar,158
US,San Antonio,36
US,Sacramento,185
US,Fort Worth,17
US,Charlotte,25
IN,Thiruvananthapuram,57
US,Houston,29
IN,Gandhinagar,67
US,Philadelphia,30
US,Seattle,200
IN,Hyderabad,41
IN,Chandigarh,130
US,Denver,25
IN,Mysore,20
US,Madison,20
US,Milwaukee,21
US,Raleigh,21
IN,Jaipur,95
US,Albuquerque,22
IN,Visakhapatnam,50
US,Portland,404
US,Jacksonville,26
US,Memphis,24
US,Honolulu,17
US,Fresno,181
US,Brooklyn,16
IN,Delhi,156
US,Atlanta,27
US,Salem,507
US,Los Angeles,139
IN,Mumbai,53
IN,Ghāziābād,157
US,El Paso,30
US,Springfield,20
US,Salt Lake City,38
US,Springfield,21
US,Boston,17
US,Honolulu,13
US,San Jose,179
US,Indianapolis,26
IN,Shillong,30
US,Philadelphia,28
US,Salem,427
US,Albuquerque,29
US,Portland,396
US,Boise,142
US,The Bronx,15
US,Austin,30
US,Jackson,26
US,Madison,36
US,San Francisco,179
US,Brooklyn,9
US,Fresno,233
US,Queens,15
US,Atlanta,30
US,Columbus,17
IN,Bengaluru,66
US,Chicago,37
US,Oakland,183
US,Little Rock,54
IN,New Delhi,153
US,Tallahassee,29
IN,Kolkata,36
US,Baltimore,22
IN,Thrissur,46
US,San Diego,99
US,Houston,32
US,Fort Worth,34
IN,Thiruvananthapuram,66
IN,Hyderabad,60
US,San Antonio,34
US,Charlotte,30
US,Sacramento,170
IN,Delhi,159
US,Phoenix,37
IN,Mumbai,55
IN,Chennai,66
US,Dallas,34
US,El Paso,34
IN,Mysore,40
IN,Ghāziābād,160
US,Staten Island,14
IN,Nagpur,64
US,Manhattan,11
US,Jacksonville,25
US,Omaha,30
US,Las Vegas,54
IN,Hāpur,160
IN,Chandigarh,131
IN,Nashik,64
IN,Bhopal,73
IN,Lucknow,149
IN,Jaipur,115
IN,Patna,109
IN,Gandhinagar,63
US,Miami,17
US,Seattle,225
IN,Muzaffarnagar,162
IN,Visakhapatnam,51
US,Providence,21
US,Richmond,25
US,Washington D.C.,22
US,Memphis,35
US,Denver,25
US,Hartford,18
US,Raleigh,25
US,Milwaukee,24
US,Oklahoma City,49
US,Detroit,26
US,Saint Paul,21
US,Tucson,38
US,Los Angeles,155
US,Nashville,25
IN,Bengaluru,65
IN,Muzaffarnagar,159
IN,Shillong,39
US,San Antonio,41
IN,Thiruvananthapuram,57
US,Raleigh,17
IN,Hyderabad,47
US,Philadelphia,17
US,San Diego,110
IN,Patna,80
US,Las Vegas,58
IN,Delhi,155
IN,Chandigarh,132
US,Phoenix,39
IN,Bhopal,78
US,Jacksonville,25
IN,Jaipur,116
US,Denver,46
IN,Mumbai,53
US,Salt Lake City,42
US,Richmond,16
IN,Lucknow,158
US,Jackson,25
US,San Jose,107
US,Boston,21
IN,Visakhapatnam,38
US,Memphis,35
US,Portland,275
